2121
1916
1868
2000
1956
1971
1974
2054
1859
1823
1817
1918
2033
1823
1960
1897
1856
1884
1835
2031
1963
2024
2091
2049
2167
1916
1909
1760
2097
2130
1953
2040
2207
2089
2012
2225
2227
2215
2162
2138
2141
2176
2119
2405
2187
2162
2222
2099
2203
2161
2128
2130
2140
2256
2206
2185
2156
2208
2150
2208
2169
2395
2126
2125
2132
2100
2084
2309
2149
2182
2120
2235
2057
2155
2252
2382
2141
2053
2137
2315
2263
2122
2277
2277
2187
2140
2244
2309
2196
2208
2149
2182
2257
2172
2135
2135
2115
2207
2265
243
